"key","ctf","nctf","data","category","ncat0","ncat1","challenge","description","nc","wsite","writeup","attachment","level","tag1","tag2","tag3","tag4","tag5"
"1","TJCTF 2024","1","2026-05-21","web","5","0","Vibed Intranet Part 1","d.txt","","[]","[]","[]","","web","","","",""
"2","TJCTF 2024","1","2026-05-21","web","5","0","Vibed Intranet Part 2","d.txt","","[]","[]","[]","","web","","","",""
"3","TJCTF 2024","1","2026-05-21","web","5","0","chained","d.txt","","[]","[]","['chained.tjc.tf']","","web","attach","","",""
"4","TJCTF 2024","1","2026-05-21","web","5","0","cardpay-portal","d.txt","","[]","[]","[]","","web","","","",""
"5","TJCTF 2024","1","2026-05-21","web","5","0","vibecoded","d.txt","","[]","[]","[]","","web","","","",""
"6","TJCTF 2024","1","2026-05-21","web","5","0","opening-night","d.txt","","[]","[]","[]","","web","","","",""
"7","TJCTF 2024","1","2026-05-21","web","5","0","treasure-hunt","d.txt","","[]","[]","['treasure-hunt.tjc.tf']","","web","","","",""
"8","TJCTF 2024","1","2026-05-21","web","5","0","free-cloud-storage","d.txt","","[]","[]","[]","","web","","","",""
"9","TJCTF 2024","1","2026-05-21","web","5","0","paper-trail","d.txt","","[]","[]","[]","","web","","","",""
